show_id,date_added,release_year
s4737,"August 2, 2018",2011
s4738,"August 2, 2018",2005
s4739,"August 1, 2018",2018
s4740,"August 1, 2018",2018
s4741,"August 1, 2018",2017
s4742,"August 1, 2018",2018
s4743,"August 1, 2018",2018
s4744,"July 30, 2018",2018
s4745,"July 30, 2018",2018
s4746,"July 28, 2018",2005
s4747,"July 28, 2018",2012
s4748,"July 28, 2018",2007
s4749,"July 28, 2018",2017
s4750,"July 27, 2018",2018
s4751,"July 27, 2018",2018
s4752,"July 27, 2018",2018
s4753,"July 27, 2018",2018
s4754,"July 27, 2018",2018
s4755,"July 27, 2018",2018
s4756,"July 25, 2018",2018
s4757,"July 24, 2018",2018
s4758,"July 24, 2018",2018
s4759,"July 20, 2018",2018
s4760,"July 20, 2018",2018
s4761,"July 20, 2018",2018
s4762,"July 20, 2018",2018
s4763,"July 20, 2018",2018
s4764,"July 20, 2018",2018
s4765,"July 20, 2018",2018
s4766,"July 20, 2018",2018
s4767,"July 19, 2018",2018
s4768,"July 18, 2018",2018
s4769,"July 18, 2018",2018
s4770,"July 18, 2018",2018
s4771,"July 15, 2018",2018
s4772,"July 15, 2018",2018
s4773,"July 14, 2018",2018
s4774,"July 13, 2018",2018
s4775,"July 13, 2018",2018
s4776,"July 13, 2018",2018
s4777,"July 11, 2018",2017
s4778,"July 10, 2018",2018
s4779,"July 10, 2018",2018
s4780,"July 8, 2018",2018
s4781,"July 6, 2018",2018
s4782,"July 6, 2018",2018
s4783,"July 6, 2018",2018
s4784,"July 6, 2018",2018
s4785,"July 6, 2018",2018
s4786,"July 4, 2018",2013
s4787,"July 3, 2018",2012
s4788,"July 3, 2018",2012
s4789,"July 3, 2018",2012
s4790,"July 2, 2018",2018
s4791,"July 1, 2018",2006
s4792,"July 1, 2018",2013
s4793,"July 1, 2018",2003
s4794,"July 1, 2018",2013
s4795,"July 1, 2018",2018
s4796,"July 1, 2018",2010
s4797,"July 1, 2018",2018
s4798,"July 1, 2018",2007
s4799,"July 1, 2018",2017
s4800,"July 1, 2018",2015
s4801,"July 1, 2018",2010
s4802,"July 1, 2018",2017
s4803,"July 1, 2018",2018
s4804,"June 30, 2018",2012
s4805,"June 30, 2018",2017
s4806,"June 30, 2018",2017
s4807,"June 29, 2018",2018
s4808,"June 29, 2018",2018
s4809,"June 29, 2018",2018
s4810,"June 29, 2018",2018
s4811,"June 29, 2018",2018
s4812,"June 29, 2018",2018
s4813,"June 29, 2018",2018
s4814,"June 26, 2018",2017
s4815,"June 26, 2018",2018
s4816,"June 25, 2018",2018
s4817,"June 25, 2018",2014
s4818,"June 24, 2018",2018
s4819,"June 23, 2018",2018
s4820,"June 22, 2018",2016
s4821,"June 22, 2018",2018
s4822,"June 22, 2018",2018
s4823,"June 22, 2018",2018
s4824,"June 19, 2018",2018
s4825,"June 18, 2018",2018
s4826,"June 15, 2018",2018
s4827,"June 15, 2018",2018
s4828,"June 15, 2018",2017
s4829,"June 15, 2018",2018
s4830,"June 15, 2018",2017
s4831,"June 15, 2018",2017
s4832,"June 15, 2018",2018
s4833,"June 15, 2018",2018
s4834,"June 8, 2018",2018
s4835,"June 8, 2018",2018
s4836,"June 8, 2018",2018
s4837,"June 8, 2018",2018
s4838,"June 7, 2018",2017
s4839,"June 2, 2018",2008
s4840,"June 1, 2018",2017
s4841,"June 1, 2018",2017
s4842,"June 1, 2018",2018
s4843,"June 1, 2018",2018
s4844,"June 1, 2018",2015
s4845,"May 30, 2018",2019
s4846,"May 29, 2018",2019
s4847,"May 27, 2018",2018
s4848,"May 26, 2018",2018
s4849,"May 26, 2018",2018
s4850,"May 25, 2018",2018
s4851,"May 25, 2018",2018
s4852,"May 25, 2018",2018
s4853,"May 25, 2018",2018
s4854,"May 22, 2018",2018
s4855,"May 22, 2018",2018
s4856,"May 18, 2018",2018
s4857,"May 18, 2018",2018
s4858,"May 18, 2018",2017
s4859,"May 17, 2018",2007
s4860,"May 16, 2018",2017
s4861,"May 15, 2018",2018
s4862,"May 15, 2018",1979
s4863,"May 15, 2018",2009
s4864,"May 13, 2018",2018
s4865,"May 12, 2018",2017
s4866,"May 11, 2018",2018
s4867,"May 11, 2018",2018
s4868,"May 11, 2018",2018
s4869,"May 11, 2018",2018
s4870,"May 11, 2018",2018
s4871,"May 8, 2018",2018
s4872,"May 7, 2018",2007
s4873,"May 5, 2018",2018
s4874,"May 5, 2018",2018
s4875,"May 4, 2018",2018
s4876,"May 4, 2018",2018
s4877,"May 4, 2018",2018
s4878,"May 4, 2018",2018
s4879,"May 4, 2018",2018
s4880,"May 4, 2018",2018
s4881,"May 4, 2018",2018
s4882,"May 4, 2018",2017
s4883,"May 4, 2018",2017
s4884,"May 3, 2018",2018
s4885,"May 2, 2018",2017
s4886,"May 1, 2018",2017
s4887,"May 1, 2018",2017
s4888,"May 1, 2018",2017
s4889,"May 1, 2018",2018
s4890,"May 1, 2018",2017
s4891,"May 1, 2018",2018
s4892,"May 1, 2018",2018
s4893,"May 1, 2018",2015
s4894,"May 1, 2018",2008
s4895,"May 1, 2018",2015
s4896,"May 1, 2018",2015
s4897,"May 1, 2018",2014
s4898,"May 1, 2018",2016
s4899,"May 1, 2018",2016
s4900,"May 1, 2018",2016
s4901,"May 1, 2018",2017
s4902,"May 1, 2018",2017
s4903,"May 1, 2018",2017
s4904,"April 30, 2018",2017
s4905,"April 30, 2018",2017
s4906,"April 30, 2018",2017
s4907,"April 27, 2018",2018
s4908,"April 27, 2018",2018
s4909,"April 27, 2018",2016
s4910,"April 27, 2018",2017
s4911,"April 27, 2018",2016
s4912,"April 27, 2018",2018
s4913,"April 27, 2018",2018
s4914,"April 27, 2018",2016
s4915,"April 27, 2018",2016
s4916,"April 26, 2018",2018
s4917,"April 25, 2018",2017
s4918,"April 25, 2018",2018
s4919,"April 25, 2018",2018
s4920,"April 24, 2018",2018
s4921,"April 20, 2018",2018
s4922,"April 20, 2018",2018
s4923,"April 20, 2018",2018
s4924,"April 19, 2018",2017
s4925,"April 19, 2018",2017
s4926,"April 17, 2018",2018
s4927,"April 17, 2018",2018
s4928,"April 15, 2018",2017
s4929,"April 13, 2018",2018
s4930,"April 13, 2018",2018
s4931,"April 13, 2018",2018
s4932,"April 12, 2018",2017
s4933,"April 10, 2018",2018
s4934,"April 9, 2018",2017
s4935,"April 6, 2018",2018
s4936,"April 6, 2018",2018
s4937,"April 6, 2018",2017
s4938,"April 6, 2018",2018
s4939,"April 6, 2018",2018
s4940,"April 6, 2018",2017
s4941,"April 6, 2018",2018
s4942,"April 6, 2018",2018
s4943,"April 6, 2018",2017
s4944,"April 5, 2018",2018
s4945,"April 3, 2018",2018
s4946,"April 3, 2018",2017
s4947,"April 2, 2018",1993
s4948,"April 1, 2018",2017
s4949,"April 1, 2018",2009
s4950,"April 1, 2018",2017
s4951,"April 1, 2018",2012
s4952,"April 1, 2018",2017
s4953,"April 1, 2018",2004
s4954,"April 1, 2018",2016
s4955,"April 1, 2018",2007
s4956,"April 1, 2018",2005
s4957,"April 1, 2018",2000
s4958,"March 31, 2018",2017
s4959,"March 31, 2018",2017
s4960,"March 30, 2018",2018
s4961,"March 30, 2018",2018
s4962,"March 30, 2018",2018
s4963,"March 30, 2018",2018
s4964,"March 30, 2018",2018
s4965,"March 30, 2018",2018
s4966,"March 30, 2018",2009
s4967,"March 30, 2018",2006
s4968,"March 30, 2018",2018
s4969,"March 27, 2018",2018
s4970,"March 26, 2018",2016
s4971,"March 23, 2018",2018
s4972,"March 23, 2018",2016
s4973,"March 23, 2018",2018
s4974,"March 23, 2018",2018
s4975,"March 23, 2018",2018
s4976,"March 23, 2018",2017
s4977,"March 20, 2018",2018
s4978,"March 16, 2018",2018
s4979,"March 16, 2018",2018
s4980,"March 16, 2018",2018
s4981,"March 16, 2018",2018
s4982,"March 16, 2018",2018
s4983,"March 15, 2018",2016
s4984,"March 15, 2018",2016
s4985,"March 15, 2018",2016
s4986,"March 15, 2018",2017
s4987,"March 15, 2018",2017
s4988,"March 14, 2018",2018
s4989,"March 13, 2018",2017
s4990,"March 13, 2018",2018
s4991,"March 13, 2018",2018
s4992,"March 9, 2018",2018
s4993,"March 9, 2018",2018
s4994,"March 9, 2018",2018
s4995,"March 8, 2018",2018
s4996,"March 8, 2018",2018
s4997,"March 7, 2018",2017
s4998,"March 6, 2018",2017
s4999,"March 6, 2018",2018
s5000,"March 4, 2018",2017
s5001,"March 2, 2018",2018
s5002,"March 2, 2018",2018
s5003,"March 2, 2018",2018
s5004,"March 2, 2018",2017
s5005,"March 1, 2018",2017
s5006,"March 1, 2018",2018
s5007,"March 1, 2018",2018
s5008,"March 1, 2018",1998
s5009,"March 1, 2018",2007
s5010,"March 1, 2018",2017
s5011,"March 1, 2018",2016
s5012,"March 1, 2018",2016
s5013,"March 1, 2018",2017
s5014,"March 1, 2018",2017
s5015,"March 1, 2018",2004
s5016,"March 1, 2018",2014
s5017,"March 1, 2018",2014
s5018,"March 1, 2018",2014
s5019,"March 1, 2018",2008
s5020,"March 1, 2018",2004
s5021,"March 1, 2018",2016
s5022,"March 1, 2018",2004
s5023,"February 28, 2018",2017
s5024,"February 27, 2018",2018
s5025,"February 27, 2018",2018
s5026,"February 25, 2018",2017
s5027,"February 23, 2018",2016
s5028,"February 23, 2018",2018
s5029,"February 23, 2018",2018
s5030,"February 23, 2018",2018
s5031,"February 22, 2018",2017
s5032,"February 21, 2018",2017
s5033,"February 20, 2018",2017
s5034,"February 19, 2018",2017
s5035,"February 16, 2018",2018
s5036,"February 16, 2018",2018
s5037,"February 16, 2018",2018
s5038,"February 16, 2018",2018
s5039,"February 15, 2018",2017
s5040,"February 14, 2018",2018
s5041,"February 14, 2018",2018
s5042,"February 9, 2018",2018
s5043,"February 9, 2018",2018
s5044,"February 9, 2018",2018
s5045,"February 9, 2018",2018
s5046,"February 6, 2018",2018
s5047,"February 6, 2018",2017
s5048,"February 5, 2018",2018
s5049,"February 2, 2018",2018
s5050,"February 2, 2018",2018
s5051,"February 2, 2018",2017
s5052,"February 2, 2018",2017
s5053,"February 1, 2018",2017
s5054,"February 1, 2018",2017
s5055,"February 1, 2018",2016
s5056,"January 31, 2018",2017
s5057,"January 30, 2018",1998
s5058,"January 30, 2018",2016
s5059,"January 29, 2018",2017
s5060,"January 26, 2018",2018
s5061,"January 26, 2018",2018
s5062,"January 26, 2018",2018
s5063,"January 26, 2018",2018
s5064,"January 26, 2018",2018
s5065,"January 25, 2018",2017
s5066,"January 24, 2018",2017
s5067,"January 24, 2018",2018
s5068,"January 23, 2018",2018
s5069,"January 22, 2018",2017
s5070,"January 22, 2018",2018
s5071,"January 20, 2018",2017
s5072,"January 19, 2018",2018
s5073,"January 19, 2018",2018
s5074,"January 19, 2018",2018
s5075,"January 18, 2018",2017
s5076,"January 18, 2018",2017
s5077,"January 17, 2018",2018
s5078,"January 17, 2018",2017
s5079,"January 16, 2018",2018
s5080,"January 15, 2018",1980
s5081,"January 15, 2018",1986
s5082,"January 15, 2018",2017
s5083,"January 12, 2018",2018
s5084,"January 12, 2018",2017
s5085,"January 12, 2018",2018
s5086,"January 12, 2018",2017
s5087,"January 12, 2018",2018
s5088,"January 10, 2018",2018
s5089,"January 9, 2018",2017
s5090,"January 8, 2018",2016
s5091,"January 6, 2018",2017
s5092,"January 5, 2018",2016
s5093,"January 5, 2018",2018
s5094,"January 2, 2018",2017
s5095,"January 1, 2018",2017
s5096,"January 1, 2018",2003
s5097,"January 1, 2018",2010
s5098,"January 1, 2018",2018
s5099,"January 1, 2018",2000
s5100,"January 1, 2018",2017
s5101,"December 31, 2017",2017
s5102,"December 31, 2017",2017
s5103,"December 30, 2017",2016
s5104,"December 29, 2017",2017
s5105,"December 29, 2017",2017
s5106,"December 29, 2017",2015
s5107,"December 27, 2017",2017
s5108,"December 26, 2017",2017
s5109,"December 26, 2017",2017
s5110,"December 25, 2017",2017
s5111,"December 23, 2017",2017
s5112,"December 23, 2017",2017
s5113,"December 22, 2017",2017
s5114,"December 22, 2017",2017
s5115,"December 21, 2017",2017
s5116,"December 20, 2017",2017
s5117,"December 20, 2017",2016
s5118,"December 19, 2017",2017
s5119,"December 19, 2017",2017
s5120,"December 18, 2017",2017
s5121,"December 15, 2017",2015
s5122,"December 15, 2017",2017
s5123,"December 15, 2017",2017
s5124,"December 15, 2017",2017
s5125,"December 15, 2017",2015
s5126,"December 15, 2017",2017
s5127,"December 14, 2017",2017
s5128,"December 12, 2017",2017
s5129,"December 11, 2017",2016
s5130,"December 8, 2017",2017
s5131,"December 8, 2017",1986
s5132,"December 8, 2017",1991
s5133,"December 7, 2017",2006
s5134,"December 6, 2017",2017
s5135,"December 5, 2017",2017
s5136,"December 2, 2017",2017
s5137,"December 2, 2017",2017
s5138,"December 1, 2017",2017
s5139,"December 1, 2017",2017
s5140,"December 1, 2017",2015
s5141,"December 1, 2017",2017
s5142,"December 1, 2017",2017
s5143,"December 1, 2017",2017
s5144,"December 1, 2017",2017
s5145,"December 1, 2017",2017
s5146,"December 1, 2017",2015
s5147,"December 1, 2017",2016
s5148,"December 1, 2017",2017
s5149,"December 1, 2017",2017
s5150,"November 30, 2017",2017
s5151,"November 27, 2017",2017
s5152,"November 27, 2017",2017
s5153,"November 24, 2017",2017
s5154,"November 24, 2017",2016
s5155,"November 24, 2017",2017
s5156,"November 24, 2017",2017
s5157,"November 23, 2017",2017
s5158,"November 22, 2017",2017
s5159,"November 22, 2017",2017
s5160,"November 22, 2017",2017
s5161,"November 21, 2017",2017
s5162,"November 21, 2017",2017
s5163,"November 21, 2017",2017
s5164,"November 17, 2017",2017
s5165,"November 17, 2017",2017
s5166,"November 17, 2017",2017
s5167,"November 17, 2017",2017
s5168,"November 17, 2017",2017
s5169,"November 17, 2017",2017
s5170,"November 15, 2017",2014
s5171,"November 15, 2017",2015
s5172,"November 14, 2017",2017
s5173,"November 11, 2017",2017
s5174,"November 10, 2017",2017
s5175,"November 10, 2017",2017
s5176,"November 10, 2017",2017
s5177,"November 10, 2017",2017
s5178,"November 10, 2017",2017
s5179,"November 7, 2017",2017
s5180,"November 7, 2017",2002
s5181,"November 7, 2017",2017
s5182,"November 7, 2017",2016
s5183,"November 6, 2017",2017
s5184,"November 5, 2017",2017
s5185,"November 3, 2017",2015
s5186,"November 3, 2017",2017
s5187,"November 1, 2017",1978
s5188,"November 1, 2017",2016
s5189,"November 1, 2017",2016
s5190,"November 1, 2017",2016
s5191,"November 1, 2017",2017
s5192,"November 1, 2017",2010
s5193,"November 1, 2017",2007
s5194,"November 1, 2017",2009
s5195,"November 1, 2017",2008
s5196,"November 1, 2017",2009
s5197,"October 31, 2017",2017
s5198,"October 31, 2017",2016
s5199,"October 30, 2017",2017
s5200,"October 28, 2017",2017
s5201,"October 27, 2017",2017
s5202,"October 27, 2017",2017
s5203,"October 26, 2017",2016
s5204,"October 25, 2017",2015
s5205,"October 24, 2017",2017
s5206,"October 24, 2017",2017
s5207,"October 24, 2017",2017
s5208,"October 20, 2017",2017
s5209,"October 20, 2017",2017
s5210,"October 20, 2017",2017
s5211,"October 20, 2017",2017
s5212,"October 20, 2017",2017
s5213,"October 19, 2017",2017
s5214,"October 17, 2017",2017
s5215,"October 16, 2017",2017
s5216,"October 16, 2017",2016
s5217,"October 16, 2017",2012
s5218,"October 16, 2017",2017
s5219,"October 15, 2017",2015
s5220,"October 15, 2017",2017
s5221,"October 15, 2017",1960
s5222,"October 15, 2017",2015
s5223,"October 13, 2017",2016
s5224,"October 13, 2017",2016
s5225,"October 13, 2017",2017
s5226,"October 13, 2017",2017
s5227,"October 13, 2017",2017
s5228,"October 13, 2017",2017
s5229,"October 12, 2017",2016
s5230,"October 12, 2017",2017
s5231,"October 10, 2017",2017
s5232,"October 6, 2017",2017
s5233,"October 6, 2017",2017
s5234,"October 6, 2017",2017
s5235,"October 3, 2017",2017
s5236,"October 1, 2017",2012
s5237,"October 1, 2017",2016
s5238,"October 1, 2017",2017
s5239,"October 1, 2017",2017
s5240,"October 1, 2017",2016
s5241,"October 1, 2017",2017
s5242,"October 1, 2017",2016
s5243,"October 1, 2017",2012
s5244,"October 1, 2017",2016
s5245,"October 1, 2017",2004
s5246,"October 1, 2017",2000
s5247,"October 1, 2017",2013
s5248,"October 1, 2017",2009
s5249,"October 1, 2017",2016
s5250,"October 1, 2017",2017
s5251,"October 1, 2017",2017
s5252,"September 30, 2017",2017
s5253,"September 29, 2017",2017
s5254,"September 29, 2017",2017
s5255,"September 29, 2017",2015
s5256,"September 29, 2017",2017
s5257,"September 29, 2017",2017
s5258,"September 29, 2017",2017
s5259,"September 29, 2017",2017
s5260,"September 29, 2017",2014
s5261,"September 27, 2017",2015
s5262,"September 26, 2017",2017
s5263,"September 26, 2017",2017
s5264,"September 25, 2017",2017
s5265,"September 24, 2017",2014
s5266,"September 24, 2017",2017
s5267,"September 22, 2017",2017
s5268,"September 22, 2017",2016
s5269,"September 19, 2017",2017
s5270,"September 18, 2017",2017
s5271,"September 15, 2017",2017
s5272,"September 15, 2017",2017
s5273,"September 15, 2017",2017
s5274,"September 13, 2017",2017
s5275,"September 13, 2017",2017
s5276,"September 12, 2017",2017
s5277,"September 12, 2017",2017
s5278,"September 8, 2017",2017
s5279,"September 8, 2017",2016
s5280,"September 8, 2017",2017
s5281,"September 8, 2017",2017
s5282,"September 8, 2017",2017
s5283,"September 5, 2017",2016
s5284,"September 5, 2017",2017
s5285,"September 5, 2017",2016
s5286,"September 5, 2017",2017
s5287,"September 4, 2017",2016
s5288,"September 4, 2017",2016
s5289,"September 1, 2017",2017
s5290,"September 1, 2017",2017
s5291,"September 1, 2017",1988
s5292,"September 1, 2017",2017
s5293,"September 1, 2017",2012
s5294,"September 1, 2017",2013
s5295,"September 1, 2017",2006
s5296,"September 1, 2017",1976
s5297,"September 1, 2017",1983
s5298,"September 1, 2017",2017
s5299,"September 1, 2017",2007
s5300,"September 1, 2017",1988
s5301,"September 1, 2017",1973
s5302,"September 1, 2017",2017
s5303,"September 1, 2017",2017
s5304,"September 1, 2017",1974
s5305,"September 1, 2017",1989
s5306,"September 1, 2017",2017
s5307,"September 1, 2017",2016
s5308,"September 1, 2017",2017
s5309,"September 1, 2017",2016
s5310,"September 1, 2017",1984
s5311,"September 1, 2017",2016
s5312,"September 1, 2017",2016
s5313,"September 1, 2017",2016
s5314,"September 1, 2017",2017
s5315,"September 1, 2017",2016
s5316,"August 29, 2017",2017
s5317,"August 26, 2017",2016
s5318,"August 25, 2017",2017
s5319,"August 25, 2017",2017
s5320,"August 22, 2017",2017
s5321,"August 18, 2017",2017
s5322,"August 18, 2017",2017
s5323,"August 18, 2017",2011
s5324,"August 18, 2017",2017
s5325,"August 15, 2017",2013
s5326,"August 15, 2017",2017
s5327,"August 15, 2017",2015
s5328,"August 15, 2017",2017
s5329,"August 14, 2017",2017
s5330,"August 12, 2017",2017
s5331,"August 12, 2017",2015
s5332,"August 11, 2017",2017
s5333,"August 10, 2017",2015
s5334,"August 10, 2017",2017
s5335,"August 7, 2017",2017
s5336,"August 7, 2017",2017
s5337,"August 7, 2017",2017
s5338,"August 7, 2017",2015
s5339,"August 7, 2017",2015
s5340,"August 7, 2017",2015
s5341,"August 6, 2017",2015
s5342,"August 5, 2017",2016
s5343,"August 4, 2017",2017
s5344,"August 4, 2017",2017
s5345,"August 4, 2017",2017
s5346,"August 4, 2017",2017
s5347,"August 3, 2017",2017
s5348,"August 1, 2017",2011
s5349,"August 1, 2017",2016
s5350,"August 1, 2017",2014
s5351,"August 1, 2017",2015
s5352,"August 1, 2017",2016
s5353,"August 1, 2017",2016
s5354,"August 1, 2017",2016
s5355,"August 1, 2017",2016
s5356,"August 1, 2017",2014
s5357,"August 1, 2017",2016
s5358,"August 1, 2017",2017
s5359,"August 1, 2017",2016
s5360,"August 1, 2017",2016
s5361,"August 1, 2017",2017
s5362,"August 1, 2017",2016
s5363,"August 1, 2017",2011
s5364,"August 1, 2017",2013
s5365,"August 1, 2017",2015
s5366,"August 1, 2017",2012
s5367,"August 1, 2017",2009
s5368,"July 28, 2017",2017
s5369,"July 28, 2017",2017
s5370,"July 25, 2017",2017
s5371,"July 24, 2017",2016
s5372,"July 18, 2017",2017
s5373,"July 18, 2017",2017
s5374,"July 17, 2017",2017
s5375,"July 15, 2017",2017
s5376,"July 14, 2017",2017
s5377,"July 14, 2017",2017
s5378,"July 14, 2017",2017
s5379,"July 13, 2017",2014
s5380,"July 13, 2017",2014
s5381,"July 7, 2017",2017
s5382,"July 7, 2017",2017
s5383,"July 7, 2017",2015
s5384,"July 7, 2017",2012
s5385,"July 7, 2017",2012
s5386,"July 7, 2017",2017
s5387,"July 7, 2017",2008
s5388,"July 1, 2017",2012
s5389,"July 1, 2017",2016
s5390,"July 1, 2017",2011
s5391,"July 1, 2017",2014
s5392,"July 1, 2017",1966
s5393,"July 1, 2017",2012
s5394,"July 1, 2017",2010
s5395,"July 1, 2017",2018
s5396,"July 1, 2017",2016
s5397,"July 1, 2017",1971
s5398,"July 1, 2017",2015
s5399,"July 1, 2017",2013
s5400,"July 1, 2017",2014
s5401,"July 1, 2017",1962
s5402,"July 1, 2017",2014
s5403,"July 1, 2017",2016
s5404,"July 1, 2017",2011
s5405,"July 1, 2017",2016
s5406,"July 1, 2017",2009
s5407,"July 1, 2017",2012
s5408,"July 1, 2017",2014
s5409,"July 1, 2017",1994
s5410,"July 1, 2017",2014
s5411,"July 1, 2017",2012
s5412,"July 1, 2017",2016
s5413,"June 30, 2017",2017
s5414,"June 30, 2017",2017
s5415,"June 30, 2017",2017
s5416,"June 28, 2017",2017
s5417,"June 27, 2017",2017
s5418,"June 26, 2017",2015
s5419,"June 23, 2017",2017
s5420,"June 23, 2017",2017
s5421,"June 21, 2017",2016
s5422,"June 21, 2017",2017
s5423,"June 20, 2017",2014
s5424,"June 20, 2017",2017
s5425,"June 20, 2017",2017
s5426,"June 16, 2017",2016
s5427,"June 16, 2017",2017
s5428,"June 16, 2017",2017
s5429,"June 16, 2017",2017
s5430,"June 15, 2017",2017
s5431,"June 15, 2017",2017
s5432,"June 15, 2017",2017
s5433,"June 13, 2017",2017
s5434,"June 10, 2017",2016
s5435,"June 10, 2017",2016
s5436,"June 10, 2017",2017
s5437,"June 10, 2017",2016
s5438,"June 10, 2017",2015
s5439,"June 10, 2017",2016
s5440,"June 9, 2017",2017
s5441,"June 9, 2017",2017
s5442,"June 5, 2017",2017
s5443,"June 3, 2017",2016
s5444,"June 2, 2017",2016
s5445,"June 2, 2017",2016
s5446,"June 2, 2017",2017
s5447,"June 2, 2017",2017
s5448,"June 1, 2017",1993
s5449,"June 1, 2017",2017
s5450,"June 1, 2017",2016
s5451,"June 1, 2017",2017
s5452,"June 1, 2017",2017
s5453,"June 1, 2017",2015
s5454,"June 1, 2017",2016
s5455,"June 1, 2017",2017
s5456,"June 1, 2017",1993
s5457,"June 1, 2017",2017
s5458,"June 1, 2017",2015
s5459,"June 1, 2017",2016
s5460,"June 1, 2017",2015
s5461,"June 1, 2017",1995
s5462,"June 1, 2017",1969
s5463,"June 1, 2017",1998
s5464,"June 1, 2017",2016
s5465,"June 1, 2017",2016
s5466,"June 1, 2017",2016
s5467,"June 1, 2017",2017
s5468,"May 31, 2017",2011
s5469,"May 30, 2017",2017
s5470,"May 29, 2017",2017
s5471,"May 26, 2017",2017
s5472,"May 26, 2017",2017
s5473,"May 26, 2017",2017
s5474,"May 26, 2017",2017
s5475,"May 23, 2017",2016
s5476,"May 23, 2017",2017
s5477,"May 19, 2017",2017
s5478,"May 19, 2017",2017
s5479,"May 19, 2017",2017
s5480,"May 19, 2017",2017
s5481,"May 16, 2017",2017
s5482,"May 15, 2017",1992
s5483,"May 15, 2017",1994
s5484,"May 15, 2017",2016
s5485,"May 15, 2017",2010
s5486,"May 15, 2017",1995
s5487,"May 15, 2017",2016
s5488,"May 13, 2017",2016
s5489,"May 12, 2017",2017
s5490,"May 12, 2017",2017
s5491,"May 12, 2017",2017
s5492,"May 12, 2017",2017
s5493,"May 9, 2017",2017
s5494,"May 5, 2017",2017
s5495,"May 5, 2017",2017
s5496,"May 5, 2017",2017
s5497,"May 5, 2017",2017
s5498,"May 2, 2017",2017
s5499,"May 1, 2017",2016
s5500,"May 1, 2017",1996
s5501,"May 1, 2017",1996
s5502,"May 1, 2017",2016
s5503,"May 1, 2017",2016
s5504,"May 1, 2017",2017
s5505,"May 1, 2017",2017
s5506,"May 1, 2017",2015
s5507,"May 1, 2017",2016
s5508,"May 1, 2017",2016
s5509,"April 28, 2017",2017
s5510,"April 28, 2017",2015
s5511,"April 28, 2017",2010
s5512,"April 28, 2017",2017
s5513,"April 28, 2017",2017
s5514,"April 28, 2017",2015
s5515,"April 27, 2017",2017
s5516,"April 25, 2017",2016
s5517,"April 25, 2017",2016
s5518,"April 25, 2017",2016
s5519,"April 25, 2017",2017
s5520,"April 22, 2017",2016
s5521,"April 21, 2017",2017
s5522,"April 21, 2017",2017
s5523,"April 21, 2017",2017
s5524,"April 21, 2017",2017
s5525,"April 21, 2017",2017
s5526,"April 18, 2017",2017
s5527,"April 15, 2017",2014
s5528,"April 15, 2017",2014
s5529,"April 15, 2017",2016
s5530,"April 15, 2017",2017
s5531,"April 15, 2017",2016
s5532,"April 14, 2017",2016
s5533,"April 14, 2017",2016
s5534,"April 14, 2017",2017
s5535,"April 12, 2017",2016
s5536,"April 11, 2017",2016
s5537,"April 10, 2017",2017
s5538,"April 10, 2017",2016
s5539,"April 7, 2017",2017
s5540,"April 7, 2017",2016
s5541,"April 7, 2017",2017
s5542,"April 4, 2017",2017
s5543,"April 1, 2017",2005
s5544,"April 1, 2017",2016
s5545,"April 1, 2017",2016
s5546,"April 1, 2017",1971
s5547,"April 1, 2017",2015
s5548,"April 1, 2017",2014
s5549,"April 1, 2017",2010
s5550,"April 1, 2017",1975
s5551,"April 1, 2017",2017
s5552,"April 1, 2017",2016
s5553,"April 1, 2017",2016
s5554,"March 31, 2017",2016
s5555,"March 31, 2017",2017
s5556,"March 31, 2017",2016
s5557,"March 31, 2017",2017
s5558,"March 28, 2017",2017
s5559,"March 24, 2017",2017
s5560,"March 24, 2017",2017
s5561,"March 24, 2017",2016
s5562,"March 24, 2017",2017
s5563,"March 21, 2017",2017
s5564,"March 20, 2017",2015
s5565,"March 18, 2017",2016
s5566,"March 17, 2017",2017
s5567,"March 17, 2017",2017
s5568,"March 17, 2017",2015
s5569,"March 17, 2017",2016
s5570,"March 17, 2017",2017
s5571,"March 16, 2017",1992
s5572,"March 15, 2017",2001
s5573,"March 15, 2017",2006
s5574,"March 15, 2017",2016
s5575,"March 15, 2017",2001
s5576,"March 14, 2017",2016
s5577,"March 14, 2017",2017
s5578,"March 10, 2017",2016
s5579,"March 10, 2017",2017
s5580,"March 10, 2017",2017
s5581,"March 10, 2017",2016
s5582,"March 10, 2017",2013
s5583,"March 7, 2017",2017
s5584,"March 1, 2017",2010
s5585,"March 1, 2017",2016
s5586,"March 1, 2017",2016
s5587,"February 28, 2017",2017
s5588,"February 27, 2017",2016
s5589,"February 26, 2017",2015
s5590,"February 25, 2017",2015
s5591,"February 24, 2017",2017
s5592,"February 24, 2017",2017
s5593,"February 24, 2017",2016
s5594,"February 22, 2017",2015
s5595,"February 21, 2017",2017
s5596,"February 19, 2017",2016
s5597,"February 19, 2017",2016
s5598,"February 19, 2017",2016
s5599,"February 17, 2017",2013
s5600,"February 17, 2017",2016
s5601,"February 15, 2017",2015
s5602,"February 15, 2017",2016
s5603,"February 15, 2017",2010
s5604,"February 15, 2017",2016
s5605,"February 15, 2017",2016
s5606,"February 15, 2017",2015
s5607,"February 14, 2017",2017
s5608,"February 14, 2017",2017
s5609,"February 14, 2017",2016
s5610,"February 10, 2017",2017
